,Time,Temperature,Year,hour,temp maximal,temp minimal,ET,hour1
151,2022-06-14 09:00:00,19.7127001339121,2022-06-14,09:00:00,22.341933657936238,16.338061902414292,21.12955048719238,09
152,2022-06-14 12:00:00,22.662929039834665,2022-06-14,12:00:00,22.341933657936238,16.338061902414292,22.7921944257142,12
153,2022-06-14 15:00:00,22.547713975676253,2022-06-14,15:00:00,22.341933657936238,16.338061902414292,22.727263318956744,15
154,2022-06-14 18:00:00,20.689072126769037,2022-06-14,18:00:00,22.341933657936238,16.338061902414292,21.679798968727884,18
155,2022-06-15 06:00:00,16.767247923535425,2022-06-15,06:00:00,22.07946650213525,16.086939582315008,19.451195079945165,06
156,2022-06-15 09:00:00,19.777849513139046,2022-06-15,09:00:00,22.07946650213525,16.086939582315008,21.14625915442616,09
157,2022-06-15 12:00:00,22.75977484332768,2022-06-15,12:00:00,22.07946650213525,16.086939582315008,22.825177586357608,12
158,2022-06-15 15:00:00,22.675704965728134,2022-06-15,15:00:00,22.07946650213525,16.086939582315008,22.777843581832695,15
159,2022-06-15 18:00:00,20.847269289182105,2022-06-15,18:00:00,22.07946650213525,16.086939582315008,21.74837636886262,18
160,2022-06-16 06:00:00,17.018370243536765,2022-06-16,06:00:00,21.982620698606965,16.05390594080058,19.487988676839727,06
161,2022-06-16 09:00:00,20.038677491119543,2022-06-16,09:00:00,21.982620698606965,16.05390594080058,21.17943896688319,09
162,2022-06-16 12:00:00,23.022241999164496,2022-06-16,12:00:00,21.982620698606965,16.05390594080058,22.85031237108235,12
163,2022-06-16 15:00:00,22.930892051361276,2022-06-16,15:00:00,21.982620698606965,16.05390594080058,22.799154034184383,15
164,2022-06-16 18:00:00,21.085957550556827,2022-06-16,18:00:00,21.982620698606965,16.05390594080058,21.765942926607696,18
165,2022-06-17 06:00:00,17.11744377715798,2022-06-17,06:00:00,22.14571425952091,16.267730092368655,19.45967838158369,06
166,2022-06-17 09:00:00,20.0950313010759,2022-06-17,09:00:00,22.14571425952091,16.267730092368655,21.120054881893005,09
167,2022-06-17 12:00:00,23.038650822614095,2022-06-17,12:00:00,22.14571425952091,16.267730092368655,22.761489983348156,12
168,2022-06-17 15:00:00,22.91329048511804,2022-06-17,15:00:00,22.14571425952091,16.267730092368655,22.691585956421207,15
169,2022-06-17 18:00:00,21.043116189911437,2022-06-17,18:00:00,22.14571425952091,16.267730092368655,21.648730481544092,18
